Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,Question Key,Response
8,1562172880457,03/07/2019 16:54:40,1562172878930,1,03/07/2019 17:54:38,8449,8,questionnaire-zk38,,2760069,5acc84ec0527ba0001c27250,765963,,complete,,5d1cdd0974d60d00012815ce,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x635,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1-quantised,1
9,1562172880457,03/07/2019 16:54:40,1562172878930,1,03/07/2019 17:54:38,8449,8,questionnaire-zk38,,2760069,5acc84ec0527ba0001c27250,765963,,complete,,5d1cdd0974d60d00012815ce,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x635,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-1,I do not have any psychiatric or neurological disorders
10,1562172880457,03/07/2019 16:54:40,1562172878930,1,03/07/2019 17:54:38,8449,8,questionnaire-zk38,,2760069,5acc84ec0527ba0001c27250,765963,,complete,,5d1cdd0974d60d00012815ce,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x635,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-2,I am not taking any medications for psychiatric disorders
11,1562172880457,03/07/2019 16:54:40,1562172878931,1,03/07/2019 17:54:38,8449,8,questionnaire-zk38,,2760069,5acc84ec0527ba0001c27250,765963,,complete,,5d1cdd0974d60d00012815ce,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x635,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,END QUESTIONNAIRE,31763
1,1562172926399,03/07/2019 16:55:26,1562172926279,1,03/07/2019 17:55:26,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,BEGIN QUESTIONNAIRE,
2,1562172936391,03/07/2019 16:55:36,1562172936230,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,age-1,27
3,1562172936484,03/07/2019 16:55:36,1562172936232,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,response-1,Post-secondary non-tertiary education
4,1562172936484,03/07/2019 16:55:36,1562172936232,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,response-1-quantised,1
5,1562172936484,03/07/2019 16:55:36,1562172936233,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,gender-1,Female
6,1562172936484,03/07/2019 16:55:36,1562172936233,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,gender-1-quantised,1
7,1562172936484,03/07/2019 16:55:36,1562172936233,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1,Right-handed
8,1562172936484,03/07/2019 16:55:36,1562172936233,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1-quantised,1
9,1562172936484,03/07/2019 16:55:36,1562172936234,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-1,I do not have any psychiatric or neurological disorders
10,1562172936484,03/07/2019 16:55:36,1562172936234,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-2,I am not taking any medications for psychiatric disorders
11,1562172936484,03/07/2019 16:55:36,1562172936234,1,03/07/2019 17:55:36,8449,8,questionnaire-zk38,,2760075,59efd1e377860e0001513786,765965,,complete,,5d1cdddc8923b4000136fa18,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 74.0.3729.169,1440x900,1152x657,after questionnairs,Demographics,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,END QUESTIONNAIRE,9956
1,1562173451636,03/07/2019 17:04:11,1562173451833,1,03/07/2019 18:04:11,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,BEGIN QUESTIONNAIRE,
2,1562173469104,03/07/2019 17:04:29,1562173469351,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,age-1,37
3,1562173469182,03/07/2019 17:04:29,1562173469353,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,response-1,Bachelor's Degree
4,1562173469182,03/07/2019 17:04:29,1562173469353,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,response-1-quantised,2
5,1562173469182,03/07/2019 17:04:29,1562173469353,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,gender-1,Female
6,1562173469182,03/07/2019 17:04:29,1562173469353,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,gender-1-quantised,1
7,1562173469182,03/07/2019 17:04:29,1562173469353,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1,Right-handed
8,1562173469182,03/07/2019 17:04:29,1562173469354,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1-quantised,1
9,1562173469182,03/07/2019 17:04:29,1562173469354,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-1,I do not have any psychiatric or neurological disorders
10,1562173469182,03/07/2019 17:04:29,1562173469354,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-2,I am not taking any medications for psychiatric disorders
11,1562173469182,03/07/2019 17:04:29,1562173469354,1,03/07/2019 18:04:29,8449,8,questionnaire-zk38,,2760111,5a384471e7bc8000010a8df2,765970,,complete,,5d1cdddb08499e0019b48c97,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x969,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,END QUESTIONNAIRE,17521
1,1562173652055,03/07/2019 17:07:32,1562173645087,1,03/07/2019 18:07:25,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,BEGIN QUESTIONNAIRE,
2,1562173694678,03/07/2019 17:08:14,1562173687815,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,age-1,61
3,1562173694803,03/07/2019 17:08:14,1562173687827,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,response-1,Post-secondary non-tertiary education
4,1562173694803,03/07/2019 17:08:14,1562173687828,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,response-1-quantised,1
5,1562173694803,03/07/2019 17:08:14,1562173687828,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,gender-1,Male
6,1562173694803,03/07/2019 17:08:14,1562173687828,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,gender-1-quantised,2
7,1562173694803,03/07/2019 17:08:14,1562173687829,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1,Right-handed
8,1562173694803,03/07/2019 17:08:14,1562173687829,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1-quantised,1
9,1562173694803,03/07/2019 17:08:14,1562173687829,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-1,I do not have any psychiatric or neurological disorders
10,1562173694803,03/07/2019 17:08:14,1562173687829,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-2,I am not taking any medications for psychiatric disorders
11,1562173694803,03/07/2019 17:08:14,1562173687830,1,03/07/2019 18:08:07,8449,8,questionnaire-zk38,,2760130,57eee8f1e0964a00018a802d,765973,,complete,,5d1ce06808499e0001b489c4,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,END QUESTIONNAIRE,42743
1,1562173768100,03/07/2019 17:09:28,1562173767098,1,03/07/2019 18:09:27,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,BEGIN QUESTIONNAIRE,
2,1562173791194,03/07/2019 17:09:51,1562173790236,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,age-1,38
3,1562173791304,03/07/2019 17:09:51,1562173790239,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,response-1,Bachelor's Degree
4,1562173791304,03/07/2019 17:09:51,1562173790240,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,response-1-quantised,2
5,1562173791304,03/07/2019 17:09:51,1562173790240,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,gender-1,Male
6,1562173791304,03/07/2019 17:09:51,1562173790240,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,gender-1-quantised,2
7,1562173791304,03/07/2019 17:09:51,1562173790241,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1,Right-handed
8,1562173791304,03/07/2019 17:09:51,1562173790241,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,handedness-1-quantised,1
9,1562173791304,03/07/2019 17:09:51,1562173790242,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-1,I do not have any psychiatric or neurological disorders
10,1562173791304,03/07/2019 17:09:51,1562173790245,1,03/07/2019 18:09:50,8449,8,questionnaire-zk38,,2760147,5a0c438a728b1b0001ad9683,765978,,complete,,5d1ce0dd57b8ba00175c4d9f,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Demographics,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,confirmation-1-2,I am not taking any medications for psychiatric disorders
