index,trial_index,id,price_displayed,key pressed,environment,order,round_instance,task,function_id,quality_check,builtin_rt,end_time,start_time,Participant Public ID,key_pressed,trial_label,latency
179013,8.0,668220.0,0.7,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,167.1500000002561,1554475095001.0,1554475094833.0,5a75c98cae9a0b0001a95926,39.0,8.0 21.0,172.0
179014,8.0,668220.0,0.7,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,182.93000000040047,1554475095189.0,1554475095005.0,5a75c98cae9a0b0001a95926,39.0,8.0 21.0,189.0
179015,8.0,668220.0,0.7,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,166.78000000002794,1554475095361.0,1554475095194.0,5a75c98cae9a0b0001a95926,39.0,8.0 21.0,172.0
179016,8.0,668220.0,0.7,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,168.6949999998324,1554475095535.0,1554475095366.0,5a75c98cae9a0b0001a95926,39.0,8.0 21.0,174.0
179017,8.0,668220.0,0.7,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,166.78499999985797,1554475095708.0,1554475095540.0,5a75c98cae9a0b0001a95926,39.0,8.0 21.0,172.0
179018,8.0,668220.0,0.7,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,148.11499999993245,1554475095860.0,1554475095712.0,5a75c98cae9a0b0001a95926,39.0,8.0 21.0,152.0
179019,8.0,668220.0,0.7,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,178.72499999974391,1554475096043.0,1554475095864.0,5a75c98cae9a0b0001a95926,39.0,8.0 21.0,198.0
179257,11.0,668220.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,179.85499999986496,1554475134211.0,1554475134030.0,5a75c98cae9a0b0001a95926,39.0,11.0 21.0,186.0
179258,11.0,668220.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,206.31999999977413,1554475134423.0,1554475134216.0,5a75c98cae9a0b0001a95926,39.0,11.0 21.0,213.0
179259,11.0,668220.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,197.11999999982072,1554475134626.0,1554475134429.0,5a75c98cae9a0b0001a95926,39.0,11.0 21.0,203.0
179260,11.0,668220.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,188.4549999999581,1554475134821.0,1554475134632.0,5a75c98cae9a0b0001a95926,39.0,11.0 21.0,194.0
179261,11.0,668220.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,176.31500000017695,1554475135003.0,1554475134826.0,5a75c98cae9a0b0001a95926,39.0,11.0 21.0,182.0
179262,11.0,668220.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,180.83500000013737,1554475135190.0,1554475135008.0,5a75c98cae9a0b0001a95926,39.0,11.0 21.0,187.0
179263,11.0,668220.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,158.17500000004657,1554475135354.0,1554475135195.0,5a75c98cae9a0b0001a95926,39.0,11.0 21.0,179.0
179608,3.0,668220.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,175.3300000000745,1554475233359.0,1554475233182.0,5a75c98cae9a0b0001a95926,39.0,3.0 12.0,183.0
179609,3.0,668220.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,137.09000000020023,1554475233502.0,1554475233365.0,5a75c98cae9a0b0001a95926,39.0,3.0 12.0,142.0
179610,3.0,668220.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,156.4100000000908,1554475233664.0,1554475233507.0,5a75c98cae9a0b0001a95926,39.0,3.0 12.0,162.0
179611,3.0,668220.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,167.62999999994645,1554475233837.0,1554475233669.0,5a75c98cae9a0b0001a95926,39.0,3.0 12.0,174.0
179612,3.0,668220.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,159.94500000029802,1554475234003.0,1554475233843.0,5a75c98cae9a0b0001a95926,39.0,3.0 12.0,166.0
179613,3.0,668220.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,155.26499999989755,1554475234165.0,1554475234009.0,5a75c98cae9a0b0001a95926,39.0,3.0 12.0,162.0
179614,3.0,668220.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,168.1400000002468,1554475234339.0,1554475234171.0,5a75c98cae9a0b0001a95926,39.0,3.0 12.0,192.0
179935,7.0,668220.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,145.1449999999604,1554475285374.0,1554475285228.0,5a75c98cae9a0b0001a95926,39.0,7.0 12.0,151.0
179936,7.0,668220.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,148.13000000000466,1554475285528.0,1554475285379.0,5a75c98cae9a0b0001a95926,39.0,7.0 12.0,153.0
179937,7.0,668220.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,179.00999999983466,1554475285712.0,1554475285532.0,5a75c98cae9a0b0001a95926,39.0,7.0 12.0,185.0
179938,7.0,668220.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,158.2250000000931,1554475285875.0,1554475285717.0,5a75c98cae9a0b0001a95926,39.0,7.0 12.0,163.0
179939,7.0,668220.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,158.26999999990218,1554475286039.0,1554475285880.0,5a75c98cae9a0b0001a95926,39.0,7.0 12.0,164.0
179940,7.0,668220.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,171.0299999999697,1554475286215.0,1554475286044.0,5a75c98cae9a0b0001a95926,39.0,7.0 12.0,347.0
180250,11.0,668220.0,0.7,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,116.51500000024679,1554475337814.0,1554475337697.0,5a75c98cae9a0b0001a95926,39.0,11.0 12.0,123.0
180251,11.0,668220.0,0.7,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,155.39500000025146,1554475337976.0,1554475337820.0,5a75c98cae9a0b0001a95926,39.0,11.0 12.0,161.0
180252,11.0,668220.0,0.7,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,167.6600000000326,1554475338149.0,1554475337981.0,5a75c98cae9a0b0001a95926,39.0,11.0 12.0,174.0
180253,11.0,668220.0,0.7,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,149.53999999992084,1554475338305.0,1554475338155.0,5a75c98cae9a0b0001a95926,39.0,11.0 12.0,155.0
180254,11.0,668220.0,0.7,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,157.70999999996275,1554475338468.0,1554475338310.0,5a75c98cae9a0b0001a95926,39.0,11.0 12.0,164.0
180255,11.0,668220.0,0.7,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,155.5100000000093,1554475338630.0,1554475338474.0,5a75c98cae9a0b0001a95926,39.0,11.0 12.0,345.0
180645,4.0,668220.0,1.8,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,167.46999999985565,1554475427279.0,1554475427111.0,5a75c98cae9a0b0001a95926,39.0,4.0 22.0,177.0
180646,4.0,668220.0,1.8,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,152.92499999993015,1554475427442.0,1554475427288.0,5a75c98cae9a0b0001a95926,39.0,4.0 22.0,158.0
180647,4.0,668220.0,1.8,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,158.93499999993946,1554475427605.0,1554475427446.0,5a75c98cae9a0b0001a95926,39.0,4.0 22.0,169.0
180648,4.0,668220.0,1.8,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,144.05999999959022,1554475427759.0,1554475427615.0,5a75c98cae9a0b0001a95926,39.0,4.0 22.0,150.0
180649,4.0,668220.0,1.8,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,147.23000000009782,1554475427913.0,1554475427765.0,5a75c98cae9a0b0001a95926,39.0,4.0 22.0,154.0
180650,4.0,668220.0,1.8,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,154.6699999999255,1554475428074.0,1554475427919.0,5a75c98cae9a0b0001a95926,39.0,4.0 22.0,340.0
180982,8.0,668220.0,0.7,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,166.0400000001537,1554475479775.0,1554475479609.0,5a75c98cae9a0b0001a95926,39.0,8.0 22.0,174.0
180983,8.0,668220.0,0.7,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,156.4100000000326,1554475479940.0,1554475479783.0,5a75c98cae9a0b0001a95926,39.0,8.0 22.0,164.0
180984,8.0,668220.0,0.7,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,166.13999999978114,1554475480113.0,1554475479947.0,5a75c98cae9a0b0001a95926,39.0,8.0 22.0,173.0
180985,8.0,668220.0,0.7,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,156.55000000016295,1554475480277.0,1554475480120.0,5a75c98cae9a0b0001a95926,39.0,8.0 22.0,164.0
180986,8.0,668220.0,0.7,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,160.9299999999348,1554475480446.0,1554475480284.0,5a75c98cae9a0b0001a95926,39.0,8.0 22.0,170.0
180987,8.0,668220.0,0.7,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,174.70000000006985,1554475480629.0,1554475480454.0,5a75c98cae9a0b0001a95926,39.0,8.0 22.0,365.0
181229,11.0,668220.0,1.2,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,136.59499999985565,1554475518628.0,1554475518491.0,5a75c98cae9a0b0001a95926,39.0,11.0 22.0,144.0
181230,11.0,668220.0,1.2,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,166.0449999999255,1554475518802.0,1554475518635.0,5a75c98cae9a0b0001a95926,39.0,11.0 22.0,174.0
181231,11.0,668220.0,1.2,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,165.97999999986496,1554475518975.0,1554475518809.0,5a75c98cae9a0b0001a95926,39.0,11.0 22.0,173.0
181232,11.0,668220.0,1.2,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,155.30500000028402,1554475519138.0,1554475518982.0,5a75c98cae9a0b0001a95926,39.0,11.0 22.0,163.0
181233,11.0,668220.0,1.2,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,159.29999999981374,1554475519305.0,1554475519145.0,5a75c98cae9a0b0001a95926,39.0,11.0 22.0,166.0
181234,11.0,668220.0,1.2,39.0,high,low-high,22.0,rod_fixing,rod_fixing,1.0,136.77999999979508,1554475519449.0,1554475519311.0,5a75c98cae9a0b0001a95926,39.0,11.0 22.0,305.0
181577,3.0,668225.0,0.3,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,205.42499981820583,1554474859729.0,1554474859523.0,5afc4671bb36f900018ef1fe,39.0,3.0 11.0,208.0
181578,3.0,668225.0,0.3,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,149.56000004895031,1554474859881.0,1554474859731.0,5afc4671bb36f900018ef1fe,39.0,3.0 11.0,151.0
181579,3.0,668225.0,0.3,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,166.16500006057322,1554474860049.0,1554474859882.0,5afc4671bb36f900018ef1fe,39.0,3.0 11.0,169.0
181580,3.0,668225.0,0.3,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,301.63499992340803,1554474860353.0,1554474860051.0,5afc4671bb36f900018ef1fe,39.0,3.0 11.0,303.0
181581,3.0,668225.0,0.3,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,142.2250000759959,1554474860497.0,1554474860354.0,5afc4671bb36f900018ef1fe,39.0,3.0 11.0,144.0
181582,3.0,668225.0,0.3,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,143.0149998050183,1554474860641.0,1554474860498.0,5afc4671bb36f900018ef1fe,39.0,3.0 11.0,144.0
181583,3.0,668225.0,0.3,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,302.2849999833852,1554474860945.0,1554474860642.0,5afc4671bb36f900018ef1fe,39.0,3.0 11.0,308.0
181779,7.0,668225.0,1.2,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,533.9849998708813,1554474912213.0,1554474911679.0,5afc4671bb36f900018ef1fe,39.0,7.0 11.0,536.0
181780,7.0,668225.0,1.2,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,157.71499997936192,1554474912373.0,1554474912215.0,5afc4671bb36f900018ef1fe,39.0,7.0 11.0,160.0
181781,7.0,668225.0,1.2,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,333.8949999306351,1554474912709.0,1554474912375.0,5afc4671bb36f900018ef1fe,39.0,7.0 11.0,336.0
181782,7.0,668225.0,1.2,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,453.75999994575983,1554474913165.0,1554474912711.0,5afc4671bb36f900018ef1fe,39.0,7.0 11.0,456.0
181783,7.0,668225.0,1.2,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,157.6549999881536,1554474913325.0,1554474913167.0,5afc4671bb36f900018ef1fe,39.0,7.0 11.0,160.0
181784,7.0,668225.0,1.2,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,174.50500000268218,1554474913502.0,1554474913327.0,5afc4671bb36f900018ef1fe,39.0,7.0 11.0,176.0
181785,7.0,668225.0,1.2,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,158.5899998899549,1554474913662.0,1554474913503.0,5afc4671bb36f900018ef1fe,39.0,7.0 11.0,165.0
182013,11.0,668225.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,197.914999909699,1554474964218.0,1554474964020.0,5afc4671bb36f900018ef1fe,39.0,11.0 11.0,200.0
182014,11.0,668225.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,157.40000014193356,1554474964378.0,1554474964220.0,5afc4671bb36f900018ef1fe,39.0,11.0 11.0,160.0
182015,11.0,668225.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,134.1949999332428,1554474964514.0,1554474964380.0,5afc4671bb36f900018ef1fe,39.0,11.0 11.0,136.0
182016,11.0,668225.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,126.12999998964371,1554474964642.0,1554474964516.0,5afc4671bb36f900018ef1fe,39.0,11.0 11.0,128.0
182017,11.0,668225.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,125.57499995455144,1554474964770.0,1554474964644.0,5afc4671bb36f900018ef1fe,39.0,11.0 11.0,127.0
182018,11.0,668225.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,126.60499988123777,1554474964898.0,1554474964771.0,5afc4671bb36f900018ef1fe,39.0,11.0 11.0,244.0
182409,4.0,668225.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,141.52500010095537,1554475046270.0,1554475046129.0,5afc4671bb36f900018ef1fe,39.0,4.0 21.0,144.0
182410,4.0,668225.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,204.95499996468425,1554475046478.0,1554475046273.0,5afc4671bb36f900018ef1fe,39.0,4.0 21.0,207.0
182411,4.0,668225.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,293.9800000749528,1554475046775.0,1554475046480.0,5afc4671bb36f900018ef1fe,39.0,4.0 21.0,297.0
182412,4.0,668225.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,132.70499999634922,1554475046910.0,1554475046777.0,5afc4671bb36f900018ef1fe,39.0,4.0 21.0,135.0
182413,4.0,668225.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,190.18999999389047,1554475047102.0,1554475046912.0,5afc4671bb36f900018ef1fe,39.0,4.0 21.0,193.0
182414,4.0,668225.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,357.4599998537451,1554475047462.0,1554475047105.0,5afc4671bb36f900018ef1fe,39.0,4.0 21.0,524.0
182700,8.0,668225.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,165.49500008113682,1554475099250.0,1554475099085.0,5afc4671bb36f900018ef1fe,39.0,8.0 21.0,168.0
182701,8.0,668225.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,140.99500002339482,1554475099394.0,1554475099253.0,5afc4671bb36f900018ef1fe,39.0,8.0 21.0,143.0
182702,8.0,668225.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,118.58999985270201,1554475099515.0,1554475099396.0,5afc4671bb36f900018ef1fe,39.0,8.0 21.0,121.0
182703,8.0,668225.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,133.66999989375472,1554475099651.0,1554475099517.0,5afc4671bb36f900018ef1fe,39.0,8.0 21.0,135.0
182704,8.0,668225.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,158.12499984167513,1554475099810.0,1554475099652.0,5afc4671bb36f900018ef1fe,39.0,8.0 21.0,160.0
182705,8.0,668225.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,141.7050000745803,1554475099954.0,1554475099812.0,5afc4671bb36f900018ef1fe,39.0,8.0 21.0,293.0
182849,11.0,668225.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,173.35000005550685,1554475138047.0,1554475137874.0,5afc4671bb36f900018ef1fe,39.0,11.0 21.0,176.0
182850,11.0,668225.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,300.8149999659508,1554475138351.0,1554475138050.0,5afc4671bb36f900018ef1fe,39.0,11.0 21.0,304.0
182851,11.0,668225.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,149.3750000372529,1554475138503.0,1554475138354.0,5afc4671bb36f900018ef1fe,39.0,11.0 21.0,152.0
182852,11.0,668225.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,140.67999995313585,1554475138647.0,1554475138506.0,5afc4671bb36f900018ef1fe,39.0,11.0 21.0,143.0
182853,11.0,668225.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,126.43499998375772,1554475138776.0,1554475138649.0,5afc4671bb36f900018ef1fe,39.0,11.0 21.0,129.0
182854,11.0,668225.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,140.90500003658238,1554475138919.0,1554475138778.0,5afc4671bb36f900018ef1fe,39.0,11.0 21.0,143.0
182855,11.0,668225.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,149.98500002548099,1554475139072.0,1554475138921.0,5afc4671bb36f900018ef1fe,39.0,11.0 21.0,159.0
183160,3.0,668225.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,172.64000000432134,1554475210651.0,1554475210478.0,5afc4671bb36f900018ef1fe,39.0,3.0 12.0,176.0
183161,3.0,668225.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,125.50999992527069,1554475210780.0,1554475210654.0,5afc4671bb36f900018ef1fe,39.0,3.0 12.0,128.0
183162,3.0,668225.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,229.3599999975413,1554475211012.0,1554475210782.0,5afc4671bb36f900018ef1fe,39.0,3.0 12.0,232.0
183163,3.0,668225.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,245.43999996967614,1554475211260.0,1554475211014.0,5afc4671bb36f900018ef1fe,39.0,3.0 12.0,248.0
183164,3.0,668225.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,93.21500011719765,1554475211355.0,1554475211262.0,5afc4671bb36f900018ef1fe,39.0,3.0 12.0,95.0
183165,3.0,668225.0,0.3,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,118.45000018365678,1554475211476.0,1554475211357.0,5afc4671bb36f900018ef1fe,39.0,3.0 12.0,255.0
183483,7.0,668225.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,117.33999988064171,1554475262576.0,1554475262459.0,5afc4671bb36f900018ef1fe,39.0,7.0 12.0,119.0
183484,7.0,668225.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,133.8700000196695,1554475262712.0,1554475262578.0,5afc4671bb36f900018ef1fe,39.0,7.0 12.0,136.0
183485,7.0,668225.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,110.06999993696807,1554475262824.0,1554475262714.0,5afc4671bb36f900018ef1fe,39.0,7.0 12.0,112.0
183486,7.0,668225.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,142.18500000424686,1554475262968.0,1554475262826.0,5afc4671bb36f900018ef1fe,39.0,7.0 12.0,145.0
183487,7.0,668225.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,125.6699999794364,1554475263097.0,1554475262971.0,5afc4671bb36f900018ef1fe,39.0,7.0 12.0,128.0
183488,7.0,668225.0,1.2,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,116.9950000476092,1554475263216.0,1554475263099.0,5afc4671bb36f900018ef1fe,39.0,7.0 12.0,269.0
183810,11.0,668225.0,2.5,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,157.2800001595169,1554475315006.0,1554475314848.0,5afc4671bb36f900018ef1fe,39.0,11.0 12.0,160.0
183811,11.0,668225.0,2.5,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,132.77000002563,1554475315141.0,1554475315008.0,5afc4671bb36f900018ef1fe,39.0,11.0 12.0,136.0
183812,11.0,668225.0,2.5,39.0,high,low-high,12.0,rod_fixing,rod_fixing,1.0,140.76999993994832,1554475315285.0,1554475315144.0,5afc4671bb36f900018ef1fe,39.0,11.0 12.0,144.0
